timestamp_iso,timestamp_unix,soil_now,moisture_mean,moisture_delta,moisture_slope,dry_duration,temp_now,humidity_now,light_now,hour_sin,hour_cos,dow_sin,dow_cos,risk,anomaly,recovering
2026-01-01 08:00:00,1767254400,68.073,68.073,-0.834,0.0,0.0,29.035,67.173,510.926,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,0,0,0
2026-01-01 08:10:00,1767255000,66.469,67.271,-1.604,-1.604,0.0,23.12,52.726,608.562,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,0,0,0
2026-01-01 08:20:00,1767255600,66.497,67.013,0.028,-0.788,0.0,23.147,59.541,437.114,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,0,0,0
2026-01-01 08:30:00,1767256200,65.269,66.577,-1.228,-0.935,0.0,24.743,62.814,550.608,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,0,0,0
2026-01-01 08:40:00,1767256800,65.098,65.833,-0.17,-0.457,0.0,23.8,64.62,351.949,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,0,0,0
2026-01-01 08:50:00,1767257400,64.282,65.287,-0.816,-0.738,0.0,21.504,61.239,614.9,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,0,0,0
2026-01-01 09:00:00,1767258000,61.715,64.091,-2.568,-1.185,0.0,27.603,57.333,784.648,0.7071067811865476,-0.7071067811865475,0.4338837391175582,-0.900968867902419,0,0,0
2026-01-01 09:10:00,1767258600,61.52,63.154,-0.195,-1.193,0.0,24.887,58.698,603.994,0.7071067811865476,-0.7071067811865475,0.4338837391175582,-0.900968867902419,0,0,0
2026-01-01 09:20:00,1767259200,72.951,65.117,11.431,2.89,0.0,26.373,55.777,510.293,0.7071067811865476,-0.7071067811865475,0.4338837391175582,-0.900968867902419,0,0,1
2026-01-01 09:30:00,1767259800,72.067,67.063,-0.884,3.451,0.0,22.298,56.687,736.365,0.7071067811865476,-0.7071067811865475,0.4338837391175582,-0.900968867902419,0,0,0
2026-01-01 09:40:00,1767260400,70.482,69.255,-1.586,2.987,0.0,26.701,64.888,568.424,0.7071067811865476,-0.7071067811865475,0.4338837391175582,-0.900968867902419,0,0,0
2026-01-01 09:50:00,1767261000,68.427,70.982,-2.054,-1.508,0.0,22.044,60.816,730.459,0.7071067811865476,-0.7071067811865475,0.4338837391175582,-0.900968867902419,0,0,0
2026-01-01 22:50:00,1767307800,72.571,72.571,0.039,0.0,0.0,17.082,66.91,35.391,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,0,0,0
2026-01-01 23:00:00,1767308400,72.253,72.412,-0.318,-0.318,0.0,14.728,68.626,42.407,-0.2588190451025215,0.965925826289068,0.4338837391175582,-0.900968867902419,0,0,0
